id,probe,fixture,mime_types,ground_truth_extensions,ground_truth_filenames,review_status,format_validity,validator,identifiability,reproduction_method,declared_reproduction_tier,disk_sha_consistency,reproduction_verified,pinned_source_sha_verified,source_manifest_status,sha256,sha256_on_disk,evidence_status
sample-yml,.yml,tests/fixtures/sample.yml,application/x-yaml,.yml; .yaml,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,effefd2eb9f5d0deaacfe36680d804155cda82b0523a1e3760bc6c9812958107,effefd2eb9f5d0deaacfe36680d804155cda82b0523a1e3760bc6c9812958107,missing
sample-zig,.zig,tests/fixtures/sample.zig,text/zig,.zig,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,c0898a85672999ab63b167bd8d065f058e70635bfdacc58abdb7a2b5e6db6691,c0898a85672999ab63b167bd8d065f058e70635bfdacc58abdb7a2b5e6db6691,missing
sample-3gp,.3gp,tests/fixtures/sample.3gp,video/3gpp,.3gp,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,b83cb6e1cf26b445e98854cb7d8cbfbabcf962c060d1447fc16cba6ba9fb4817,b83cb6e1cf26b445e98854cb7d8cbfbabcf962c060d1447fc16cba6ba9fb4817,missing
sample-S,.s,tests/fixtures/sample.uppercase.S,text/x-asm,.s; .s; .asm,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,366abaabcf0ab33773b50befbb3c07c14079231b396c6459f6ddf4a41f118545,366abaabcf0ab33773b50befbb3c07c14079231b396c6459f6ddf4a41f118545,missing
sample-aac,.aac,tests/fixtures/sample.aac,application/octet-stream,.aac,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,8b6b4e3ee601a8fdd86b67caee411dbc4538188ca0009113a78d063804468ea8,8b6b4e3ee601a8fdd86b67caee411dbc4538188ca0009113a78d063804468ea8,missing
sample-ai,.ai,tests/fixtures/sample.ai,application/pdf,.ai,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,4e6972727a5fc51c712807f6069573690b29826335268d3aece7c9b765c77cf8,4e6972727a5fc51c712807f6069573690b29826335268d3aece7c9b765c77cf8,missing
sample-apk,.apk,tests/fixtures/sample.apk,application/vnd.android.package-archive,.apk,,excluded,needs_review,androguard APK.is_valid_APK container parse,,generated:scripts.generators.archives.ArchiveGenerator._create_apk; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,3cc9667f453b2d6f40a6bfbf40382bc9b6d37a4bece05284e68d91dd7bd7c8e5,3cc9667f453b2d6f40a6bfbf40382bc9b6d37a4bece05284e68d91dd7bd7c8e5,complete
sample-arj,.arj,tests/fixtures/sample.arj,application/octet-stream,.arj,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,050aef23a2ba720a8982d1c4285f3200c4a79af582359a1c77a84c5f2b95c063,050aef23a2ba720a8982d1c4285f3200c4a79af582359a1c77a84c5f2b95c063,missing
sample-asc,.asc,tests/fixtures/sample.asc,application/x-pem-file,.asc,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,fa32b267112159f2269d1c201767ae13501238c791764f24205c030e95b9bd6a,fa32b267112159f2269d1c201767ae13501238c791764f24205c030e95b9bd6a,missing
sample-asf,.asf,tests/fixtures/sample.asf,application/octet-stream,.asf,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,42ad82946c24e921bc092d1cf25ed3c187baff4d3e910493adbd36a77017a582,42ad82946c24e921bc092d1cf25ed3c187baff4d3e910493adbd36a77017a582,missing
sample-asm,.asm,tests/fixtures/sample.asm,text/x-asm,.s; .s; .asm,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,366abaabcf0ab33773b50befbb3c07c14079231b396c6459f6ddf4a41f118545,366abaabcf0ab33773b50befbb3c07c14079231b396c6459f6ddf4a41f118545,missing
sample-aspx,.aspx,tests/fixtures/sample.aspx,text/html,.aspx; .asp,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,01cc3f2d752629f97f8bf8343c8a569ee2fc1dc9de6c6227693f05d2b2d0b3e2,01cc3f2d752629f97f8bf8343c8a569ee2fc1dc9de6c6227693f05d2b2d0b3e2,missing
sample-aux,.aux,tests/fixtures/sample.aux,text/x-tex,.aux,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a1b4c52ce0721b3b77a4fdd7d99c37a402697ebc0c1d55be7955f72e697b19dc,a1b4c52ce0721b3b77a4fdd7d99c37a402697ebc0c1d55be7955f72e697b19dc,missing
sample-avifs,.avifs,tests/fixtures/sample.avifs,video/mp4,.avifs,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,649a65b6567cda005216faae82af5ff233004d1ce98a60082c577dcb147ad6ff,649a65b6567cda005216faae82af5ff233004d1ce98a60082c577dcb147ad6ff,missing
sample-ax,.ax,tests/fixtures/sample.ax,application/x-dosexec,.ax,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,ce925d15e945c66a573d5088a983e92cfc78af7ea42047c200ac7ff322b9ac32,ce925d15e945c66a573d5088a983e92cfc78af7ea42047c200ac7ff322b9ac32,missing
sample-bat,.bat,tests/fixtures/sample.bat,text/x-msdos-batch,.bat,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,bcfde5cda40a9196b2d3da232f63dea2d745980d428f29f806c5e9f09f8f70e9,bcfde5cda40a9196b2d3da232f63dea2d745980d428f29f806c5e9f09f8f70e9,missing
sample-bz2,.bz2,tests/fixtures/sample.bz2,application/x-bzip2,.bz2; .tbz2; .tar.bz2,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,1b3b4dceaf4821fb8c8e35aec268430e0bd8e639ca818fe83c890364a20b9ed9,1b3b4dceaf4821fb8c8e35aec268430e0bd8e639ca818fe83c890364a20b9ed9,missing
sample-bzl,.bzl,tests/fixtures/sample.bzl,text/plain,.bzl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,1cddd900f6fbf3353fa6ea5370f606d58848d76aefaa5172e78b12b19533827c,1cddd900f6fbf3353fa6ea5370f606d58848d76aefaa5172e78b12b19533827c,missing
sample-cjsx,.cjsx,tests/fixtures/sample.cjsx,application/javascript,.cjsx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,962d8a379c10d51a3312c95af6b0fa6ef55c2e7df0943bc23cebd68ec524df3e,962d8a379c10d51a3312c95af6b0fa6ef55c2e7df0943bc23cebd68ec524df3e,missing
sample-cl,.cl,tests/fixtures/sample.cl,text/x-lisp,.lisp; .lsp; .l; .cl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,missing
sample-class,.class,tests/fixtures/sample.class,application/octet-stream,.class,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a3f14c800cee44c543f0ab097cba9faaa653f7e000ed1f5960367c85815cd1bd,a3f14c800cee44c543f0ab097cba9faaa653f7e000ed1f5960367c85815cd1bd,missing
sample-clj,.clj,tests/fixtures/sample.clj,text/x-clojure,.clj; .cljs; .cljc; .cljr,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7b3d0095996361a5e9a227cd9fbd44d82ba41fdf5692aa4fdf6af132a539fccc,7b3d0095996361a5e9a227cd9fbd44d82ba41fdf5692aa4fdf6af132a539fccc,missing
sample-cljr,.cljr,tests/fixtures/sample.cljr,text/x-clojure,.clj; .cljs; .cljc; .cljr,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a39d9e2d3d95a030382802ccb87a443b7b41c2647b98dfe8bd934b7fa8918d61,a39d9e2d3d95a030382802ccb87a443b7b41c2647b98dfe8bd934b7fa8918d61,missing
sample-cljs,.cljs,tests/fixtures/sample.cljs,text/x-clojure,.clj; .cljs; .cljc; .cljr,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a39d9e2d3d95a030382802ccb87a443b7b41c2647b98dfe8bd934b7fa8918d61,a39d9e2d3d95a030382802ccb87a443b7b41c2647b98dfe8bd934b7fa8918d61,missing
sample-cpl,.cpl,tests/fixtures/sample.cpl,application/x-dosexec,.cpl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,ce925d15e945c66a573d5088a983e92cfc78af7ea42047c200ac7ff322b9ac32,ce925d15e945c66a573d5088a983e92cfc78af7ea42047c200ac7ff322b9ac32,missing
sample-crx,.crx,tests/fixtures/sample.crx,application/octet-stream,.crx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,8273c96d2a8e8dee1cb426bf486f1ab43a374d678aee01bf6e71cbed542ed985,8273c96d2a8e8dee1cb426bf486f1ab43a374d678aee01bf6e71cbed542ed985,missing
sample-cs,.cs,tests/fixtures/sample.cs,text/plain,.cs; .csx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,9647a32c0dffb3c4e9b2cc165ec01d66e8f19450cfb7c38cb1c0bfd15c8be5dc,9647a32c0dffb3c4e9b2cc165ec01d66e8f19450cfb7c38cb1c0bfd15c8be5dc,missing
sample-csx,.csx,tests/fixtures/sample.csx,text/plain,.cs; .csx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,9647a32c0dffb3c4e9b2cc165ec01d66e8f19450cfb7c38cb1c0bfd15c8be5dc,9647a32c0dffb3c4e9b2cc165ec01d66e8f19450cfb7c38cb1c0bfd15c8be5dc,missing
sample-ctsx,.ctsx,tests/fixtures/sample.ctsx,application/typescript,.ctsx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,4721e457f162d9a1464cd8c17e64e8c13109b986fd8158aea492025c0db78337,4721e457f162d9a1464cd8c17e64e8c13109b986fd8158aea492025c0db78337,missing
sample-dll,.dll,tests/fixtures/sample.dll,application/x-dosexec,.exe; .dll,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,e320badf65e6ea69476174e4413c80a3b3e369ca89f138ed608053bfbe09e422,e320badf65e6ea69476174e4413c80a3b3e369ca89f138ed608053bfbe09e422,missing
sample-docm,.docm,tests/fixtures/sample.docm,application/vnd.openxmlformats-officedocument.wordprocessingml.document,.docx; .docm,,excluded,failed,subtype-structure-check,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,97906d7615e9e1dd8ecb3947c088a66819790bdb61c546ed317ce29700931c73,97906d7615e9e1dd8ecb3947c088a66819790bdb61c546ed317ce29700931c73,missing
sample-dotx,.dotx,tests/fixtures/sample.dotx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,.dotx,,excluded,failed,subtype-structure-check,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,97906d7615e9e1dd8ecb3947c088a66819790bdb61c546ed317ce29700931c73,97906d7615e9e1dd8ecb3947c088a66819790bdb61c546ed317ce29700931c73,missing
sample-dxf,.dxf,tests/fixtures/sample.dxf,image/vnd.dxf,.dxf,,excluded,needs_review,pending,,generated:scripts.generators; tier=pinned-sha-roundtrip,pinned-sha-roundtrip,SHA256 match,not-executed,not-applicable,excluded,7d161ef0067b8200d74bf20acb0d379425e5e80beabcc81d18cccb524c71b7cb,7d161ef0067b8200d74bf20acb0d379425e5e80beabcc81d18cccb524c71b7cb,missing
sample-dylib,.dylib,tests/fixtures/sample.dylib,application/octet-stream,.dylib,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,d449630c01df1003a82490533f977be33d10a4d2ee00a9b80c63d4a8950daff0,d449630c01df1003a82490533f977be33d10a4d2ee00a9b80c63d4a8950daff0,missing
sample-elf,.elf,tests/fixtures/sample.elf,application/octet-stream,.elf,,excluded,verified,readelf ELF header,distinctive,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,2ee98ece8435fd646b6da540f10616897c8596780197536ee3def6eac6cd4bb6,2ee98ece8435fd646b6da540f10616897c8596780197536ee3def6eac6cd4bb6,missing
sample-erb,.erb,tests/fixtures/sample.erb,text/x-ruby,.erb,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,c2135223ad4dac117962c63f84acfaee4e221d3a8ff12f77cb655df43b442f44,c2135223ad4dac117962c63f84acfaee4e221d3a8ff12f77cb655df43b442f44,missing
sample-ex,.ex,tests/fixtures/sample.ex,text/plain,.ex,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,970c0d64879aa0dc3bbb2386ce39294c90f7cb144a9c9770ce31bf3fe15e234c,970c0d64879aa0dc3bbb2386ce39294c90f7cb144a9c9770ce31bf3fe15e234c,missing
sample-exe,.exe,tests/fixtures/sample.exe,application/x-dosexec,.exe; .dll,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a2479b1e352c601e0043effcd7078b739a1890652e7c5d6f0d8e279f4e602e64,a2479b1e352c601e0043effcd7078b739a1890652e7c5d6f0d8e279f4e602e64,missing
sample-exs,.exs,tests/fixtures/sample.exs,text/plain,.exs,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,970c0d64879aa0dc3bbb2386ce39294c90f7cb144a9c9770ce31bf3fe15e234c,970c0d64879aa0dc3bbb2386ce39294c90f7cb144a9c9770ce31bf3fe15e234c,missing
sample-gpg,.gpg,tests/fixtures/sample.gpg,application/x-pem-file,.pem; .pub; .gpg,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,f9f4271ee5cb92a598ec8170557208c13a165d6caa8e7455cf5242c89f64969f,f9f4271ee5cb92a598ec8170557208c13a165d6caa8e7455cf5242c89f64969f,missing
sample-gpx,.gpx,tests/fixtures/sample.gpx,text/xml,.gpx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,30bae68e48da2585d23a1bb63cf9e27c998ee7502f4ce94e5ace483c95524374,30bae68e48da2585d23a1bb63cf9e27c998ee7502f4ce94e5ace483c95524374,missing
sample-groovy,.groovy,tests/fixtures/sample.groovy,text/x-groovy,.groovy,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,257ea5c319e4de62e885a0597891be0e3fe82870960515aa3a1e87febb2ec2e5,257ea5c319e4de62e885a0597891be0e3fe82870960515aa3a1e87febb2ec2e5,missing
sample-handlebars,.handlebars,tests/fixtures/sample.handlebars,text/x-handlebars-template,.hbs; .handlebars,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,ea7afdaaf194f1bd5e47af616d5d4a7bf3211c803a4d01a742cb732ec1978417,ea7afdaaf194f1bd5e47af616d5d4a7bf3211c803a4d01a742cb732ec1978417,missing
sample-hbs,.hbs,tests/fixtures/sample.hbs,text/x-handlebars-template,.hbs; .handlebars,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,ea7afdaaf194f1bd5e47af616d5d4a7bf3211c803a4d01a742cb732ec1978417,ea7afdaaf194f1bd5e47af616d5d4a7bf3211c803a4d01a742cb732ec1978417,missing
sample-hdf5,.hdf5,tests/fixtures/sample.hdf5,application/x-hdf5,.h5; .hdf5,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,47104a8b99d51bfea40bee375fe20e080038213ae8898c125f5c97c0890ff8c0,47104a8b99d51bfea40bee375fe20e080038213ae8898c125f5c97c0890ff8c0,missing
sample-heics,.heics,tests/fixtures/sample.heics,video/mp4,.heics,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,6f67bb96cc449cbaf9564b0100432d09b34c6d28a25dbe9459351422fdaabb32,6f67bb96cc449cbaf9564b0100432d09b34c6d28a25dbe9459351422fdaabb32,missing
sample-heif,.heif,tests/fixtures/sample.heif,video/mp4,.heif,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,6f67bb96cc449cbaf9564b0100432d09b34c6d28a25dbe9459351422fdaabb32,6f67bb96cc449cbaf9564b0100432d09b34c6d28a25dbe9459351422fdaabb32,missing
sample-heifs,.heifs,tests/fixtures/sample.heifs,video/mp4,.heifs,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,6f67bb96cc449cbaf9564b0100432d09b34c6d28a25dbe9459351422fdaabb32,6f67bb96cc449cbaf9564b0100432d09b34c6d28a25dbe9459351422fdaabb32,missing
sample-hta,.hta,tests/fixtures/sample.hta,text/html,.hta,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,8edf6d9f70ff8213a33c7be642449172a3164e58f7b807d15e804c2f5ec03afa,8edf6d9f70ff8213a33c7be642449172a3164e58f7b807d15e804c2f5ec03afa,missing
sample-hwpx,.hwpx,tests/fixtures/sample.hwpx,application/epub+zip,.hwpx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,2fd5e5eaa7d671344d8f893b46628a44fd7fb0e845076135dfbb7e9ebb628515,2fd5e5eaa7d671344d8f893b46628a44fd7fb0e845076135dfbb7e9ebb628515,missing
sample-icns,.icns,tests/fixtures/sample.icns,application/octet-stream,.icns,,excluded,verified,Pillow Image.open ICNS,distinctive,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,6f5c0ce4fe0da7eae614c8738c01e243aff68aa765f41b3092183ea67c3c7b61,6f5c0ce4fe0da7eae614c8738c01e243aff68aa765f41b3092183ea67c3c7b61,missing
sample-ipynb,.ipynb,tests/fixtures/sample.ipynb,application/json,.ipynb,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,4c4a143a728ea4e2b62a2de309a63c8bb50a47dfa36c0dbc109e5842afdeb799,4c4a143a728ea4e2b62a2de309a63c8bb50a47dfa36c0dbc109e5842afdeb799,missing
sample-j2,.j2,tests/fixtures/sample.j2,text/x-twig,.j2,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7c9fd5919ae75e5918719c143406cd66912fc00155a39588790f7eb1f0a10d28,7c9fd5919ae75e5918719c143406cd66912fc00155a39588790f7eb1f0a10d28,missing
sample-jar,.jar,tests/fixtures/sample.jar,application/zip,.jar,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,5859c248fe7d2d349012717faa85d6eb79ad8077ed6161e68f9a072f4a1a786d,5859c248fe7d2d349012717faa85d6eb79ad8077ed6161e68f9a072f4a1a786d,missing
sample-jinja,.jinja,tests/fixtures/sample.jinja,text/x-twig,.jinja,,excluded,needs_review,pending,ambiguous,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a4b5296e7ed31d485c3e00af581cf5ca212757cc7c866acea1fe4295dc04661b,a4b5296e7ed31d485c3e00af581cf5ca212757cc7c866acea1fe4295dc04661b,missing
sample-jinja2,.jinja2,tests/fixtures/sample.jinja2,text/x-twig,.jinja2,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,7c9fd5919ae75e5918719c143406cd66912fc00155a39588790f7eb1f0a10d28,7c9fd5919ae75e5918719c143406cd66912fc00155a39588790f7eb1f0a10d28,missing
sample-jnlp,.jnlp,tests/fixtures/sample.jnlp,text/xml,.jnlp,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,b7f9842a6d5139392956dae6a14b1e725a3b4b545d38dfc45045c2203325a96b,b7f9842a6d5139392956dae6a14b1e725a3b4b545d38dfc45045c2203325a96b,missing
sample-jsonl,.jsonl,tests/fixtures/sample.jsonl,application/json,.jsonl; .jsonld,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,e26b9f907f9eb0bbc73c26db84897baff5efbda2cc6da3ad4f64f1ff578176bf,e26b9f907f9eb0bbc73c26db84897baff5efbda2cc6da3ad4f64f1ff578176bf,missing
sample-jsonld,.jsonld,tests/fixtures/sample.jsonld,application/json,.jsonl; .jsonld,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,16067419889dd2660a644e08e9bc728ed9a5e73bb65c3d096a93a6f50ff55370,16067419889dd2660a644e08e9bc728ed9a5e73bb65c3d096a93a6f50ff55370,missing
sample-jsx,.jsx,tests/fixtures/sample.jsx,application/javascript,.jsx,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,962d8a379c10d51a3312c95af6b0fa6ef55c2e7df0943bc23cebd68ec524df3e,962d8a379c10d51a3312c95af6b0fa6ef55c2e7df0943bc23cebd68ec524df3e,missing
sample-ko,.ko,tests/fixtures/sample.ko,application/octet-stream,.ko,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,0656edaa36a32b4b9ea14e17360429bab1a780d393d1e41f2ae0760b262ec501,0656edaa36a32b4b9ea14e17360429bab1a780d393d1e41f2ae0760b262ec501,missing
sample-ksh,.ksh,tests/fixtures/sample.ksh,text/x-shellscript,.ksh,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,0c9bb81ce9998a8ff790c3cdbd6831172511ce8ca064c19898cae78add0de33e,0c9bb81ce9998a8ff790c3cdbd6831172511ce8ca064c19898cae78add0de33e,missing
sample-l,.l,tests/fixtures/sample.l,text/x-lisp,.lisp; .lsp; .l; .cl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,missing
sample-lisp,.lisp,tests/fixtures/sample.lisp,text/x-lisp,.lisp; .lsp; .l; .cl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,missing
sample-lsp,.lsp,tests/fixtures/sample.lsp,text/x-lisp,.lisp; .lsp; .l; .cl,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,21674ef7d65e2d734f4ae4e6c35517cdc5473db8447853140a225bffcc2e154b,missing
sample-lz,.lz,tests/fixtures/sample.lz,application/octet-stream,.lz,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,48217d12eb3c6bf8f65f511a788654d21cf186fa85832980b41f186f487d497c,48217d12eb3c6bf8f65f511a788654d21cf186fa85832980b41f186f487d497c,missing
sample-lz4,.lz4,tests/fixtures/sample.lz4,application/octet-stream,.lz4,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,1608b9f7271dad38b51c17aba63496945c5d04653abbdf01374c122685d5bad3,1608b9f7271dad38b51c17aba63496945c5d04653abbdf01374c122685d5bad3,missing
sample-m,.m,tests/fixtures/sample.m,text/x-objcsrc,.m; .mm,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,9eeec6c1f50bf1cdd16b97c4385056d0a7c5ddb411facaff0dcc268ed36626fe,9eeec6c1f50bf1cdd16b97c4385056d0a7c5ddb411facaff0dcc268ed36626fe,missing
sample-m4,.m4,tests/fixtures/sample.m4,text/plain,.m4,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,baf31697b058465e678bcf00048c7e55abc2680c01d92a61f5e463b488fb5bb6,baf31697b058465e678bcf00048c7e55abc2680c01d92a61f5e463b488fb5bb6,missing
sample-maff,.maff,tests/fixtures/sample.maff,application/zip,.maff,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,ae1bde2d81dc213b9888ca6081c512cc256c6b498e14822e94196a6df03c3472,ae1bde2d81dc213b9888ca6081c512cc256c6b498e14822e94196a6df03c3472,missing
sample-makefile,.makefile,tests/fixtures/sample.makefile,text/x-makefile,.makefile,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,bdc9164b0e527e0fe07e54b16920993b377d1f99e1da389c6c7e45b38009bff7,bdc9164b0e527e0fe07e54b16920993b377d1f99e1da389c6c7e45b38009bff7,missing
sample-mid,.mid,tests/fixtures/sample.mid,audio/midi,.mid,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,37c0c04884ced6b66f1b77872eb6c561147d9deed1ebe3f749595e35d90cce26,37c0c04884ced6b66f1b77872eb6c561147d9deed1ebe3f749595e35d90cce26,missing
